game_id,result,winner,number_of_moves,ended_in_draw,winning_line,move_history
596,X Win,X,7,False,"(3, 4, 5)","[3, 1, 6, 9, 5, 2, 4]"
597,X Win,X,9,False,"(6, 7, 8)","[2, 1, 4, 6, 9, 3, 8, 5, 7]"
598,X Win,X,9,False,"(2, 4, 6)","[7, 8, 4, 9, 5, 6, 2, 1, 3]"
599,X Win,X,9,False,"(1, 4, 7)","[2, 1, 8, 9, 7, 3, 6, 4, 5]"
600,X Win,X,5,False,"(3, 4, 5)","[6, 2, 4, 9, 5]"
601,Draw,None,9,True,None,"[2, 6, 9, 5, 7, 8, 4, 1, 3]"
602,O Win,O,8,False,"(0, 4, 8)","[3, 5, 2, 9, 7, 6, 8, 1]"
603,X Win,X,5,False,"(0, 4, 8)","[5, 7, 1, 8, 9]"
604,O Win,O,8,False,"(1, 4, 7)","[3, 2, 1, 4, 9, 8, 7, 5]"
605,X Win,X,9,False,"(2, 4, 6)","[5, 4, 8, 9, 3, 2, 6, 1, 7]"
606,X Win,X,9,False,"(2, 5, 8)","[3, 5, 7, 4, 2, 1, 6, 8, 9]"
607,O Win,O,8,False,"(1, 4, 7)","[9, 2, 4, 8, 1, 6, 3, 5]"
608,X Win,X,9,False,"(6, 7, 8)","[8, 6, 3, 2, 4, 1, 7, 5, 9]"
609,O Win,O,8,False,"(0, 4, 8)","[6, 9, 4, 3, 8, 5, 7, 1]"
610,O Win,O,8,False,"(1, 4, 7)","[6, 7, 4, 2, 1, 8, 3, 5]"
611,X Win,X,9,False,"(0, 3, 6)","[7, 5, 9, 3, 2, 6, 4, 8, 1]"
612,O Win,O,8,False,"(1, 4, 7)","[6, 5, 4, 8, 1, 3, 9, 2]"
613,O Win,O,6,False,"(0, 1, 2)","[5, 3, 7, 2, 6, 1]"
614,X Win,X,7,False,"(2, 5, 8)","[2, 1, 9, 7, 3, 8, 6]"
615,O Win,O,8,False,"(1, 4, 7)","[4, 1, 7, 5, 9, 8, 6, 2]"
616,X Win,X,7,False,"(3, 4, 5)","[6, 8, 2, 7, 4, 3, 5]"
617,X Win,X,7,False,"(6, 7, 8)","[9, 2, 5, 4, 8, 1, 7]"
618,O Win,O,8,False,"(2, 4, 6)","[4, 3, 9, 7, 2, 8, 1, 5]"
619,X Win,X,9,False,"(2, 4, 6)","[3, 9, 4, 1, 5, 8, 2, 6, 7]"
620,O Win,O,8,False,"(6, 7, 8)","[6, 4, 1, 9, 3, 7, 5, 8]"
621,X Win,X,5,False,"(1, 4, 7)","[8, 1, 2, 9, 5]"
622,X Win,X,9,False,"(0, 4, 8)","[2, 6, 9, 8, 4, 3, 5, 7, 1]"
623,X Win,X,9,False,"(0, 4, 8)","[2, 6, 5, 3, 9, 8, 4, 7, 1]"
624,X Win,X,9,False,"(6, 7, 8)","[8, 1, 6, 3, 7, 4, 2, 5, 9]"
625,X Win,X,9,False,"(6, 7, 8)","[4, 3, 2, 5, 7, 1, 9, 6, 8]"
626,X Win,X,9,False,"(3, 4, 5)","[6, 2, 5, 9, 7, 8, 1, 3, 4]"
627,O Win,O,6,False,"(3, 4, 5)","[1, 5, 2, 4, 9, 6]"
628,O Win,O,8,False,"(3, 4, 5)","[3, 1, 7, 4, 2, 6, 8, 5]"
629,X Win,X,5,False,"(0, 4, 8)","[9, 7, 5, 6, 1]"
630,X Win,X,9,False,"(3, 4, 5)","[5, 2, 3, 7, 9, 8, 4, 1, 6]"
631,X Win,X,9,False,"(0, 3, 6)","[7, 3, 9, 6, 2, 5, 1, 8, 4]"
632,X Win,X,9,False,"(2, 5, 8)","[2, 5, 6, 7, 3, 1, 4, 8, 9]"
633,X Win,X,9,False,"(2, 5, 8)","[3, 2, 4, 7, 9, 1, 8, 5, 6]"
634,X Win,X,9,False,"(1, 4, 7)","[8, 3, 6, 7, 1, 9, 5, 4, 2]"
635,O Win,O,8,False,"(1, 4, 7)","[1, 8, 3, 6, 7, 5, 9, 2]"
636,O Win,O,8,False,"(2, 5, 8)","[7, 3, 4, 6, 2, 1, 8, 9]"
637,X Win,X,7,False,"(1, 4, 7)","[5, 4, 1, 9, 2, 3, 8]"
638,X Win,X,7,False,"(0, 3, 6)","[1, 8, 7, 3, 5, 9, 4]"
639,X Win,X,9,False,"(0, 1, 2)","[2, 4, 6, 9, 8, 5, 3, 7, 1]"
640,X Win,X,7,False,"(0, 4, 8)","[5, 8, 9, 2, 6, 7, 1]"
641,Draw,None,9,True,None,"[6, 9, 3, 4, 8, 5, 7, 2, 1]"
642,O Win,O,6,False,"(0, 4, 8)","[2, 5, 6, 9, 3, 1]"
643,Draw,None,9,True,None,"[4, 8, 9, 3, 7, 1, 2, 6, 5]"
644,X Win,X,9,False,"(2, 4, 6)","[2, 4, 6, 8, 7, 1, 3, 9, 5]"
645,X Win,X,9,False,"(2, 4, 6)","[6, 2, 7, 1, 8, 9, 5, 4, 3]"
646,X Win,X,9,False,"(1, 4, 7)","[3, 9, 5, 1, 4, 7, 2, 6, 8]"
647,O Win,O,6,False,"(0, 3, 6)","[3, 1, 5, 4, 2, 7]"
648,Draw,None,9,True,None,"[2, 6, 9, 5, 4, 8, 3, 1, 7]"
649,X Win,X,9,False,"(0, 3, 6)","[2, 3, 7, 5, 9, 6, 4, 8, 1]"
650,O Win,O,8,False,"(6, 7, 8)","[4, 9, 5, 7, 1, 6, 2, 8]"
651,O Win,O,8,False,"(0, 1, 2)","[9, 2, 6, 1, 8, 5, 4, 3]"
652,X Win,X,5,False,"(2, 5, 8)","[9, 5, 6, 7, 3]"
653,X Win,X,5,False,"(1, 4, 7)","[8, 7, 5, 4, 2]"
654,X Win,X,9,False,"(2, 4, 6)","[6, 9, 7, 4, 8, 1, 3, 2, 5]"
655,O Win,O,8,False,"(2, 5, 8)","[2, 8, 7, 3, 4, 6, 5, 9]"
656,X Win,X,9,False,"(2, 4, 6)","[9, 1, 7, 4, 3, 6, 2, 8, 5]"
657,Draw,None,9,True,None,"[2, 4, 6, 5, 7, 3, 9, 8, 1]"
658,O Win,O,8,False,"(0, 4, 8)","[4, 9, 7, 2, 3, 5, 6, 1]"
659,X Win,X,9,False,"(6, 7, 8)","[4, 5, 9, 2, 8, 6, 1, 3, 7]"
660,X Win,X,7,False,"(1, 4, 7)","[2, 9, 6, 1, 8, 3, 5]"
661,O Win,O,6,False,"(6, 7, 8)","[6, 7, 4, 8, 3, 9]"
662,X Win,X,7,False,"(0, 4, 8)","[3, 6, 5, 2, 9, 4, 1]"
663,Draw,None,9,True,None,"[9, 7, 4, 6, 1, 5, 3, 2, 8]"
664,X Win,X,7,False,"(0, 3, 6)","[2, 9, 4, 8, 1, 3, 7]"
665,X Win,X,5,False,"(3, 4, 5)","[4, 8, 6, 1, 5]"
666,X Win,X,9,False,"(0, 3, 6)","[6, 5, 2, 8, 4, 3, 7, 9, 1]"
667,X Win,X,7,False,"(1, 4, 7)","[6, 3, 5, 7, 2, 9, 8]"
668,X Win,X,5,False,"(2, 5, 8)","[6, 7, 9, 4, 3]"
669,X Win,X,9,False,"(0, 4, 8)","[8, 3, 6, 2, 9, 4, 1, 7, 5]"
670,O Win,O,8,False,"(0, 3, 6)","[9, 7, 8, 4, 2, 3, 6, 1]"
671,X Win,X,7,False,"(6, 7, 8)","[8, 1, 3, 6, 7, 4, 9]"
672,O Win,O,6,False,"(3, 4, 5)","[9, 6, 8, 4, 3, 5]"
673,O Win,O,6,False,"(0, 1, 2)","[9, 1, 5, 2, 4, 3]"
674,X Win,X,7,False,"(0, 3, 6)","[4, 6, 5, 9, 1, 8, 7]"
675,X Win,X,5,False,"(2, 5, 8)","[6, 5, 3, 4, 9]"
676,X Win,X,7,False,"(2, 5, 8)","[9, 5, 3, 1, 7, 2, 6]"
677,O Win,O,6,False,"(2, 4, 6)","[4, 3, 9, 5, 6, 7]"
678,Draw,None,9,True,None,"[9, 8, 7, 6, 4, 1, 3, 5, 2]"
679,Draw,None,9,True,None,"[3, 4, 8, 5, 7, 9, 1, 2, 6]"
680,X Win,X,7,False,"(2, 5, 8)","[6, 4, 3, 5, 7, 8, 9]"
681,Draw,None,9,True,None,"[7, 5, 4, 3, 9, 8, 2, 1, 6]"
682,X Win,X,9,False,"(0, 4, 8)","[1, 4, 8, 3, 6, 2, 5, 7, 9]"
683,X Win,X,7,False,"(0, 4, 8)","[2, 3, 1, 7, 9, 4, 5]"
684,O Win,O,8,False,"(1, 4, 7)","[7, 2, 1, 5, 9, 4, 3, 8]"
685,X Win,X,9,False,"(2, 4, 6)","[5, 4, 2, 9, 6, 8, 7, 1, 3]"
686,X Win,X,7,False,"(0, 4, 8)","[9, 3, 1, 2, 6, 7, 5]"
687,O Win,O,8,False,"(2, 4, 6)","[8, 5, 6, 4, 2, 3, 9, 7]"
688,O Win,O,8,False,"(1, 4, 7)","[7, 5, 3, 6, 9, 2, 1, 8]"
689,X Win,X,9,False,"(0, 4, 8)","[5, 7, 4, 3, 2, 8, 1, 6, 9]"
690,O Win,O,8,False,"(6, 7, 8)","[6, 5, 4, 8, 1, 9, 3, 7]"
691,X Win,X,9,False,"(0, 4, 8)","[1, 8, 9, 4, 7, 3, 2, 6, 5]"
692,X Win,X,7,False,"(2, 4, 6)","[7, 8, 4, 2, 3, 9, 5]"
693,O Win,O,8,False,"(6, 7, 8)","[4, 6, 1, 7, 3, 8, 5, 9]"
694,X Win,X,7,False,"(2, 5, 8)","[7, 4, 9, 1, 3, 5, 6]"
695,O Win,O,8,False,"(6, 7, 8)","[2, 9, 6, 5, 4, 8, 1, 7]"
696,X Win,X,5,False,"(0, 1, 2)","[1, 4, 2, 8, 3]"
697,X Win,X,9,False,"(2, 4, 6)","[3, 2, 5, 6, 4, 9, 8, 1, 7]"
698,O Win,O,8,False,"(6, 7, 8)","[2, 4, 1, 7, 5, 8, 6, 9]"
699,O Win,O,8,False,"(2, 5, 8)","[8, 6, 4, 9, 1, 5, 2, 3]"
700,X Win,X,7,False,"(0, 1, 2)","[1, 6, 9, 5, 2, 8, 3]"
701,X Win,X,9,False,"(6, 7, 8)","[4, 6, 9, 5, 1, 2, 8, 3, 7]"
702,X Win,X,9,False,"(2, 4, 6)","[8, 4, 7, 1, 3, 9, 6, 2, 5]"
703,O Win,O,8,False,"(0, 1, 2)","[8, 7, 6, 3, 4, 2, 9, 1]"
704,O Win,O,8,False,"(0, 1, 2)","[9, 2, 4, 6, 5, 3, 7, 1]"
705,X Win,X,7,False,"(0, 3, 6)","[4, 2, 3, 9, 7, 6, 1]"
706,O Win,O,8,False,"(3, 4, 5)","[3, 6, 7, 1, 8, 4, 2, 5]"
707,O Win,O,8,False,"(0, 1, 2)","[8, 3, 4, 1, 5, 6, 7, 2]"
708,O Win,O,8,False,"(0, 4, 8)","[6, 1, 2, 5, 4, 3, 7, 9]"
709,O Win,O,6,False,"(6, 7, 8)","[4, 7, 6, 9, 3, 8]"
710,O Win,O,8,False,"(0, 1, 2)","[4, 1, 8, 6, 5, 3, 7, 2]"
711,O Win,O,6,False,"(2, 5, 8)","[8, 9, 5, 3, 7, 6]"
712,O Win,O,8,False,"(0, 4, 8)","[4, 3, 7, 5, 6, 9, 2, 1]"
713,X Win,X,9,False,"(2, 5, 8)","[2, 4, 6, 5, 7, 8, 3, 1, 9]"
714,X Win,X,7,False,"(2, 5, 8)","[3, 1, 7, 5, 9, 4, 6]"
715,X Win,X,7,False,"(2, 5, 8)","[2, 8, 3, 7, 6, 4, 9]"
716,X Win,X,9,False,"(1, 4, 7)","[5, 7, 4, 9, 3, 1, 2, 6, 8]"
717,X Win,X,7,False,"(2, 4, 6)","[3, 4, 9, 1, 5, 2, 7]"
718,X Win,X,5,False,"(0, 3, 6)","[4, 2, 1, 8, 7]"
719,X Win,X,9,False,"(2, 5, 8)","[8, 5, 1, 4, 3, 2, 6, 7, 9]"
720,X Win,X,9,False,"(0, 1, 2)","[2, 9, 8, 7, 1, 5, 6, 4, 3]"
721,X Win,X,7,False,"(0, 3, 6)","[1, 6, 7, 2, 3, 8, 4]"
722,X Win,X,9,False,"(0, 3, 6)","[4, 2, 1, 9, 5, 8, 3, 6, 7]"
723,X Win,X,7,False,"(2, 5, 8)","[3, 8, 7, 1, 9, 5, 6]"
724,O Win,O,8,False,"(2, 4, 6)","[8, 7, 1, 3, 4, 9, 6, 5]"
725,X Win,X,9,False,"(0, 1, 2)","[3, 9, 4, 5, 8, 6, 2, 7, 1]"
726,Draw,None,9,True,None,"[6, 4, 7, 8, 2, 9, 5, 3, 1]"
727,O Win,O,8,False,"(2, 5, 8)","[8, 9, 4, 1, 2, 6, 7, 3]"
728,Draw,None,9,True,None,"[9, 3, 4, 1, 6, 5, 2, 8, 7]"
729,X Win,X,9,False,"(0, 4, 8)","[5, 3, 1, 2, 8, 7, 4, 6, 9]"
730,X Win,X,9,False,"(2, 5, 8)","[6, 4, 2, 5, 7, 1, 9, 8, 3]"
731,X Win,X,7,False,"(2, 5, 8)","[2, 7, 9, 5, 3, 8, 6]"
732,X Win,X,7,False,"(0, 1, 2)","[2, 6, 1, 9, 8, 7, 3]"
733,Draw,None,9,True,None,"[1, 7, 4, 6, 8, 2, 3, 5, 9]"
734,X Win,X,9,False,"(6, 7, 8)","[1, 6, 7, 2, 5, 4, 8, 3, 9]"
735,X Win,X,5,False,"(0, 4, 8)","[1, 8, 5, 7, 9]"
736,X Win,X,7,False,"(0, 4, 8)","[9, 2, 3, 6, 5, 8, 1]"
737,Draw,None,9,True,None,"[3, 7, 1, 6, 9, 2, 8, 5, 4]"
738,X Win,X,9,False,"(2, 5, 8)","[2, 8, 6, 5, 3, 4, 7, 1, 9]"
739,X Win,X,9,False,"(0, 4, 8)","[7, 4, 6, 8, 9, 2, 1, 3, 5]"
740,X Win,X,7,False,"(6, 7, 8)","[7, 6, 8, 5, 1, 2, 9]"
741,X Win,X,7,False,"(2, 4, 6)","[7, 8, 3, 4, 2, 6, 5]"
742,O Win,O,8,False,"(1, 4, 7)","[1, 6, 3, 5, 9, 8, 7, 2]"
743,X Win,X,9,False,"(6, 7, 8)","[8, 1, 9, 3, 4, 6, 2, 5, 7]"
744,X Win,X,9,False,"(6, 7, 8)","[1, 5, 7, 3, 6, 2, 8, 4, 9]"
745,X Win,X,7,False,"(0, 1, 2)","[8, 9, 1, 4, 3, 5, 2]"
746,X Win,X,7,False,"(6, 7, 8)","[9, 5, 6, 4, 8, 2, 7]"
747,X Win,X,7,False,"(0, 3, 6)","[1, 8, 6, 9, 7, 2, 4]"
748,O Win,O,6,False,"(0, 3, 6)","[3, 1, 5, 4, 9, 7]"
749,O Win,O,8,False,"(1, 4, 7)","[1, 9, 7, 2, 3, 8, 6, 5]"
750,X Win,X,9,False,"(6, 7, 8)","[6, 2, 1, 5, 8, 4, 7, 3, 9]"
751,X Win,X,7,False,"(2, 5, 8)","[8, 2, 3, 4, 9, 7, 6]"
752,X Win,X,7,False,"(3, 4, 5)","[1, 2, 4, 8, 6, 7, 5]"
753,Draw,None,9,True,None,"[7, 3, 1, 5, 6, 8, 9, 4, 2]"
754,Draw,None,9,True,None,"[9, 5, 8, 1, 4, 7, 2, 6, 3]"
755,X Win,X,7,False,"(1, 4, 7)","[3, 7, 5, 9, 2, 1, 8]"
756,X Win,X,9,False,"(0, 4, 8)","[7, 4, 5, 2, 9, 3, 6, 8, 1]"
757,O Win,O,8,False,"(2, 4, 6)","[8, 3, 2, 9, 4, 5, 1, 7]"
758,O Win,O,8,False,"(0, 1, 2)","[9, 3, 5, 2, 8, 4, 6, 1]"
759,O Win,O,8,False,"(1, 4, 7)","[9, 2, 3, 5, 4, 1, 7, 8]"
760,X Win,X,7,False,"(0, 3, 6)","[7, 5, 4, 9, 3, 2, 1]"
761,O Win,O,6,False,"(0, 3, 6)","[2, 4, 3, 1, 9, 7]"
762,X Win,X,7,False,"(0, 1, 2)","[4, 5, 2, 9, 1, 7, 3]"
763,X Win,X,9,False,"(1, 4, 7)","[8, 3, 6, 7, 5, 4, 1, 9, 2]"
764,X Win,X,5,False,"(1, 4, 7)","[8, 3, 2, 4, 5]"
765,X Win,X,5,False,"(0, 4, 8)","[1, 8, 9, 2, 5]"
766,Draw,None,9,True,None,"[7, 4, 8, 9, 2, 3, 1, 5, 6]"
767,O Win,O,8,False,"(0, 3, 6)","[8, 6, 9, 4, 2, 7, 3, 1]"
768,X Win,X,9,False,"(2, 4, 6)","[7, 6, 4, 8, 9, 1, 5, 2, 3]"
769,Draw,None,9,True,None,"[8, 1, 3, 7, 9, 6, 5, 2, 4]"
770,Draw,None,9,True,None,"[9, 1, 3, 5, 7, 8, 4, 6, 2]"
771,O Win,O,8,False,"(6, 7, 8)","[3, 8, 4, 7, 1, 5, 6, 9]"
772,O Win,O,8,False,"(2, 4, 6)","[2, 3, 4, 8, 9, 5, 6, 7]"
773,Draw,None,9,True,None,"[6, 9, 1, 3, 7, 4, 5, 2, 8]"
774,X Win,X,9,False,"(3, 4, 5)","[6, 3, 8, 9, 1, 2, 4, 7, 5]"
775,X Win,X,9,False,"(0, 3, 6)","[2, 8, 7, 6, 9, 3, 4, 5, 1]"
776,X Win,X,7,False,"(0, 1, 2)","[3, 7, 6, 9, 2, 4, 1]"
777,O Win,O,6,False,"(0, 4, 8)","[3, 1, 6, 5, 7, 9]"
778,X Win,X,7,False,"(0, 4, 8)","[5, 3, 1, 4, 6, 2, 9]"
779,O Win,O,8,False,"(0, 3, 6)","[5, 1, 6, 7, 8, 2, 9, 4]"
780,X Win,X,9,False,"(0, 3, 6)","[4, 5, 7, 9, 6, 8, 2, 3, 1]"
781,O Win,O,8,False,"(3, 4, 5)","[1, 5, 7, 4, 9, 3, 2, 6]"
782,O Win,O,8,False,"(0, 4, 8)","[3, 1, 8, 5, 2, 6, 4, 9]"
783,X Win,X,9,False,"(0, 3, 6)","[6, 2, 1, 3, 8, 5, 4, 9, 7]"
784,Draw,None,9,True,None,"[8, 6, 1, 2, 5, 7, 4, 9, 3]"
785,X Win,X,9,False,"(2, 4, 6)","[7, 2, 4, 6, 3, 1, 9, 8, 5]"
786,Draw,None,9,True,None,"[9, 7, 5, 2, 3, 1, 4, 6, 8]"
787,X Win,X,5,False,"(3, 4, 5)","[5, 8, 6, 3, 4]"
788,O Win,O,8,False,"(2, 4, 6)","[9, 6, 2, 7, 8, 5, 4, 3]"
789,X Win,X,9,False,"(0, 4, 8)","[8, 3, 6, 2, 5, 4, 1, 7, 9]"
790,X Win,X,5,False,"(6, 7, 8)","[8, 2, 7, 3, 9]"
791,X Win,X,9,False,"(0, 4, 8)","[7, 8, 1, 4, 5, 3, 2, 6, 9]"
792,X Win,X,7,False,"(0, 4, 8)","[5, 2, 4, 6, 9, 7, 1]"
793,Draw,None,9,True,None,"[2, 7, 4, 6, 9, 1, 3, 5, 8]"
794,O Win,O,8,False,"(6, 7, 8)","[6, 9, 4, 1, 3, 8, 2, 7]"
795,O Win,O,8,False,"(2, 4, 6)","[9, 6, 4, 5, 1, 7, 8, 3]"
796,O Win,O,8,False,"(0, 3, 6)","[9, 1, 3, 7, 5, 6, 2, 4]"
797,X Win,X,9,False,"(1, 4, 7)","[5, 1, 4, 7, 9, 3, 8, 6, 2]"
798,X Win,X,7,False,"(1, 4, 7)","[2, 6, 8, 4, 1, 7, 5]"
799,X Win,X,7,False,"(0, 1, 2)","[2, 9, 3, 5, 7, 6, 1]"
800,O Win,O,8,False,"(2, 4, 6)","[9, 5, 2, 1, 6, 3, 4, 7]"
801,X Win,X,5,False,"(6, 7, 8)","[8, 1, 9, 5, 7]"
802,Draw,None,9,True,None,"[3, 5, 4, 7, 9, 6, 2, 1, 8]"
803,X Win,X,7,False,"(0, 4, 8)","[9, 3, 2, 8, 1, 7, 5]"
804,O Win,O,8,False,"(1, 4, 7)","[9, 2, 1, 5, 3, 4, 7, 8]"
805,O Win,O,8,False,"(2, 5, 8)","[1, 3, 7, 9, 5, 2, 8, 6]"
806,O Win,O,8,False,"(2, 4, 6)","[4, 7, 2, 3, 6, 8, 9, 5]"
807,X Win,X,9,False,"(0, 4, 8)","[8, 2, 4, 3, 5, 7, 1, 6, 9]"
808,X Win,X,5,False,"(3, 4, 5)","[4, 7, 6, 3, 5]"
809,X Win,X,9,False,"(2, 4, 6)","[3, 6, 7, 2, 4, 1, 8, 9, 5]"
810,X Win,X,5,False,"(0, 1, 2)","[1, 4, 2, 7, 3]"
811,X Win,X,7,False,"(0, 3, 6)","[2, 8, 1, 3, 7, 9, 4]"
812,O Win,O,8,False,"(3, 4, 5)","[8, 6, 3, 4, 2, 1, 7, 5]"
813,O Win,O,8,False,"(2, 5, 8)","[2, 9, 1, 6, 5, 8, 4, 3]"
814,X Win,X,9,False,"(1, 4, 7)","[4, 3, 9, 7, 5, 6, 2, 1, 8]"
815,O Win,O,8,False,"(6, 7, 8)","[6, 9, 4, 1, 2, 8, 3, 7]"
816,O Win,O,8,False,"(0, 4, 8)","[8, 9, 7, 2, 4, 5, 6, 1]"
817,X Win,X,5,False,"(0, 4, 8)","[9, 2, 5, 8, 1]"
818,X Win,X,7,False,"(2, 5, 8)","[6, 2, 9, 4, 8, 7, 3]"
819,X Win,X,9,False,"(0, 4, 8)","[7, 4, 6, 2, 9, 3, 5, 8, 1]"
820,Draw,None,9,True,None,"[6, 4, 9, 8, 7, 5, 2, 3, 1]"
821,X Win,X,9,False,"(0, 3, 6)","[3, 2, 8, 9, 7, 6, 1, 5, 4]"
822,X Win,X,9,False,"(6, 7, 8)","[9, 2, 8, 5, 3, 6, 4, 1, 7]"
823,X Win,X,5,False,"(0, 3, 6)","[7, 6, 4, 9, 1]"
824,X Win,X,9,False,"(6, 7, 8)","[2, 5, 9, 3, 8, 1, 4, 6, 7]"
825,Draw,None,9,True,None,"[9, 5, 4, 7, 8, 6, 1, 2, 3]"
826,X Win,X,9,False,"(2, 4, 6)","[5, 6, 4, 9, 3, 1, 8, 2, 7]"
827,O Win,O,8,False,"(1, 4, 7)","[3, 6, 1, 5, 9, 2, 4, 8]"
828,Draw,None,9,True,None,"[2, 6, 9, 1, 4, 8, 7, 5, 3]"
829,O Win,O,6,False,"(1, 4, 7)","[7, 8, 4, 5, 9, 2]"
830,X Win,X,7,False,"(1, 4, 7)","[3, 9, 2, 4, 8, 7, 5]"
831,X Win,X,7,False,"(0, 3, 6)","[7, 3, 4, 9, 2, 5, 1]"
832,O Win,O,8,False,"(0, 4, 8)","[2, 1, 4, 9, 7, 8, 3, 5]"
833,Draw,None,9,True,None,"[3, 8, 9, 5, 7, 6, 4, 1, 2]"
834,X Win,X,7,False,"(0, 4, 8)","[9, 7, 5, 4, 6, 3, 1]"
835,X Win,X,5,False,"(2, 5, 8)","[3, 8, 6, 1, 9]"
836,X Win,X,7,False,"(2, 4, 6)","[8, 4, 7, 6, 3, 9, 5]"
837,O Win,O,8,False,"(0, 4, 8)","[6, 1, 2, 8, 7, 5, 3, 9]"
838,O Win,O,8,False,"(0, 4, 8)","[2, 4, 8, 9, 7, 5, 3, 1]"
839,X Win,X,9,False,"(0, 4, 8)","[9, 2, 3, 6, 1, 7, 8, 4, 5]"
840,X Win,X,9,False,"(1, 4, 7)","[9, 1, 5, 6, 8, 7, 4, 3, 2]"
841,O Win,O,6,False,"(1, 4, 7)","[6, 5, 3, 2, 1, 8]"
842,X Win,X,7,False,"(6, 7, 8)","[5, 1, 8, 6, 9, 3, 7]"
843,X Win,X,7,False,"(0, 3, 6)","[1, 6, 9, 8, 7, 2, 4]"
844,X Win,X,9,False,"(0, 4, 8)","[8, 2, 3, 7, 1, 6, 5, 4, 9]"
845,X Win,X,7,False,"(1, 4, 7)","[5, 6, 1, 9, 2, 4, 8]"
846,O Win,O,8,False,"(0, 4, 8)","[3, 9, 4, 2, 6, 5, 7, 1]"
847,X Win,X,9,False,"(2, 4, 6)","[9, 1, 4, 2, 5, 6, 7, 8, 3]"
848,X Win,X,9,False,"(0, 3, 6)","[4, 9, 7, 8, 2, 3, 6, 5, 1]"
849,Draw,None,9,True,None,"[5, 2, 1, 4, 8, 9, 6, 7, 3]"
850,O Win,O,8,False,"(0, 3, 6)","[9, 4, 5, 8, 6, 7, 2, 1]"
851,X Win,X,7,False,"(0, 4, 8)","[9, 7, 1, 4, 6, 8, 5]"
852,X Win,X,9,False,"(2, 4, 6)","[6, 1, 2, 8, 5, 9, 7, 4, 3]"
853,X Win,X,9,False,"(2, 4, 6)","[5, 6, 9, 1, 4, 8, 3, 2, 7]"
854,X Win,X,9,False,"(2, 4, 6)","[9, 6, 7, 8, 2, 4, 5, 1, 3]"
855,O Win,O,8,False,"(0, 3, 6)","[2, 1, 6, 3, 9, 4, 8, 7]"
856,X Win,X,9,False,"(0, 4, 8)","[6, 4, 8, 3, 5, 2, 1, 7, 9]"
857,X Win,X,7,False,"(0, 3, 6)","[1, 5, 7, 9, 2, 3, 4]"
858,X Win,X,9,False,"(2, 4, 6)","[3, 8, 7, 9, 6, 2, 1, 4, 5]"
859,X Win,X,7,False,"(2, 4, 6)","[5, 9, 7, 1, 6, 4, 3]"
860,O Win,O,8,False,"(0, 4, 8)","[6, 5, 2, 1, 7, 3, 8, 9]"
861,O Win,O,6,False,"(0, 4, 8)","[6, 1, 4, 5, 3, 9]"
862,X Win,X,9,False,"(0, 1, 2)","[2, 9, 3, 7, 6, 4, 8, 5, 1]"
863,X Win,X,5,False,"(0, 1, 2)","[3, 8, 2, 7, 1]"
864,X Win,X,9,False,"(2, 5, 8)","[8, 5, 1, 2, 3, 4, 9, 7, 6]"
865,X Win,X,5,False,"(0, 1, 2)","[1, 9, 3, 8, 2]"
866,X Win,X,7,False,"(0, 3, 6)","[1, 8, 4, 3, 6, 9, 7]"
867,O Win,O,8,False,"(2, 5, 8)","[1, 9, 5, 6, 7, 2, 8, 3]"
868,X Win,X,7,False,"(0, 3, 6)","[1, 8, 7, 5, 2, 6, 4]"
869,X Win,X,9,False,"(0, 1, 2)","[5, 8, 1, 9, 2, 6, 7, 4, 3]"
870,X Win,X,9,False,"(6, 7, 8)","[8, 5, 7, 2, 3, 1, 6, 4, 9]"
871,X Win,X,7,False,"(0, 3, 6)","[7, 2, 8, 9, 4, 6, 1]"
872,X Win,X,5,False,"(1, 4, 7)","[8, 4, 2, 1, 5]"
873,O Win,O,8,False,"(6, 7, 8)","[1, 5, 6, 7, 2, 8, 4, 9]"
874,X Win,X,9,False,"(6, 7, 8)","[1, 2, 5, 3, 7, 4, 8, 6, 9]"
875,Draw,None,9,True,None,"[9, 8, 6, 5, 2, 3, 1, 4, 7]"
876,X Win,X,5,False,"(1, 4, 7)","[8, 1, 5, 7, 2]"
877,X Win,X,9,False,"(0, 3, 6)","[4, 3, 1, 5, 2, 8, 6, 9, 7]"
878,O Win,O,6,False,"(2, 4, 6)","[2, 3, 1, 7, 9, 5]"
879,O Win,O,8,False,"(2, 4, 6)","[2, 5, 6, 4, 8, 7, 1, 3]"
880,O Win,O,8,False,"(0, 1, 2)","[6, 4, 9, 1, 8, 3, 5, 2]"
881,Draw,None,9,True,None,"[2, 6, 3, 7, 4, 8, 9, 1, 5]"
882,X Win,X,9,False,"(2, 4, 6)","[4, 1, 3, 2, 9, 8, 5, 6, 7]"
883,O Win,O,8,False,"(0, 4, 8)","[2, 1, 3, 5, 4, 8, 7, 9]"
884,O Win,O,8,False,"(0, 4, 8)","[3, 5, 2, 9, 6, 8, 4, 1]"
885,X Win,X,7,False,"(6, 7, 8)","[3, 1, 7, 4, 8, 2, 9]"
886,X Win,X,9,False,"(1, 4, 7)","[5, 7, 4, 1, 9, 3, 2, 6, 8]"
887,X Win,X,9,False,"(1, 4, 7)","[6, 4, 5, 9, 2, 7, 1, 3, 8]"
888,X Win,X,7,False,"(3, 4, 5)","[3, 9, 5, 2, 4, 1, 6]"
